ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
2025
ITEM: BOX BOUNDS pp pp pp
0 0.75
0 0.75
-0.0005 0.0005
ITEM: ATOMS id type x y z vx vy vz c_rho_peratom 
1 2 0.00833333 0.00833333 0 0 0 0 1.00006 
2 2 0.025 0.00833333 0 0 0 0 1.00006 
3 2 0.0416667 0.00833333 0 0 0 0 1.00006 
4 2 0.0583333 0.00833333 0 0 0 0 1.00006 
5 2 0.075 0.00833333 0 0 0 0 1.00006 
6 2 0.0916667 0.00833333 0 0 0 0 1.00006 
7 2 0.108333 0.00833333 0 0 0 0 1.00006 
8 2 0.125 0.00833333 0 0 0 0 1.00006 
9 2 0.141667 0.00833333 0 0 0 0 1.00006 
10 2 0.158333 0.00833333 0 0 0 0 1.00006 
11 2 0.175 0.00833333 0 0 0 0 1.00006 
12 2 0.191667 0.00833333 0 0 0 0 1.00006 
13 2 0.208333 0.00833333 0 0 0 0 1.00006 
14 2 0.225 0.00833333 0 0 0 0 1.00006 
15 2 0.241667 0.00833333 0 0 0 0 1.00006 
16 2 0.258333 0.00833333 0 0 0 0 1.00006 
17 2 0.275 0.00833333 0 0 0 0 1.00006 
18 2 0.291667 0.00833333 0 0 0 0 1.00006 
19 2 0.308333 0.00833333 0 0 0 0 1.00006 
20 2 0.325 0.00833333 0 0 0 0 1.00006 
21 1 0.341667 0.00833333 0 0 0 0 1.00006 
22 1 0.358333 0.00833333 0 0 0 0 1.00006 
23 1 0.375 0.00833333 0 0 0 0 1.00006 
24 1 0.391667 0.00833333 0 0 0 0 1.00006 
25 1 0.408333 0.00833333 0 0 0 0 1.00006 
26 1 0.425 0.00833333 0 0 0 0 1.00006 
27 1 0.441667 0.00833333 0 0 0 0 1.00006 
28 1 0.458333 0.00833333 0 0 0 0 1.00006 
29 1 0.475 0.00833333 0 0 0 0 1.00006 
30 1 0.491667 0.00833333 0 0 0 0 1.00006 
31 1 0.508333 0.00833333 0 0 0 0 1.00006 
32 1 0.525 0.00833333 0 0 0 0 1.00006 
33 1 0.541667 0.00833333 0 0 0 0 1.00006 
34 1 0.558333 0.00833333 0 0 0 0 1.00006 
35 1 0.575 0.00833333 0 0 0 0 1.00006 
36 1 0.591667 0.00833333 0 0 0 0 1.00006 
37 1 0.608333 0.00833333 0 0 0 0 1.00006 
38 1 0.625 0.00833333 0 0 0 0 1.00006 
39 1 0.641667 0.00833333 0 0 0 0 1.00006 
40 1 0.658333 0.00833333 0 0 0 0 1.00006 
